,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,1226.9,173.44,0.68,0.0,0.0,251.24,278.25,30.25,212.45,574.62,0.0,1689.63,0.0,218.07,34933.16,28488.19,2551.81,4318.78,-1089.7,-1047.35,819.18,27.01,11.1225,17.87,6.6,0.68,0.0,0.0,2.0,0.0,16.08,0.0,3,2000,0.0,,255.05882352941174,173.44
2000-06-30,2039.0299999999997,324.3,1.2705127174830233,0.0,0.0,684.54,709.45,18.0,790.14,554.11,0.0,2305.61,0.0,215.29,35942.85,29394.35,2556.41,4718.82,836.98,-992.5500000000002,771.5500000000001,24.91,3.5415820228183783,9.75,6.23,1.95,0.0,0.0,3.596528307951943,0.0,27.495198296299275,0.0,6,2000,0.0,,255.25128205128206,497.74
2000-09-30,2997.6600000000003,2016.3999999999999,7.891913735909695,0.0,0.0,2069.74,2094.49,16.25,798.21,500.49,0.0,841.48,0.0,211.29,35631.52,28410.7,2559.51,5040.08,568.02,-1684.2999999999997,-347.8499999999999,24.75,0.5143239188653045,8.25,5.64,9.84,0.0,0.0,22.649150803057903,0.0,160.01977932812014,0.0,9,2000,0.0,,255.5020325203252,2514.14
2000-12-31,1322.0900000000001,298.3800000000001,1.1648672364996522,0.0,0.0,239.92999999999984,266.0499999999997,16.0,712.01,831.47,0.0,2064.56,0.0,208.26,35700.89,26885.12,3021.56,6763.95,-1379.28,1578.7399999999998,1023.6199999999999,26.120000000000005,3.4404779140693065,7.15,3.97,10.98,0.0,0.0,3.343954034104647,0.0,17.64487420533899,0.0,12,2000,0.0,,256.1493624772313,2812.52
2001-03-31,1505.92,386.35,1.28,0.0,0.0,569.72,593.18,21.0,114.6,587.98,0.0,1660.1,0.0,200.16,34987.52,25896.37,3021.56,7387.22,171.08,29.05,-604.58,23.46,4.1025,8.59,3.51,1.28,0.0,0.0,4.4,6.52,20.92,26.4,3,2001,0.0,,301.8359375,386.35
2001-06-30,1568.1599999999999,419.53999999999996,1.3899810147786917,1.5,0.0,479.28,599.86,21.0,377.39,436.03,0.0,1099.03,0.0,198.21,35241.08,26144.28,3025.33,7475.84,-149.61,84.0,-495.4699999999999,120.57999999999998,3.7793501811507846,8.5,3.5,2.67,1.5,0.56,4.7686240057576095,6.142987256325305,22.447933092605687,27.528912382583233,6,2001,452.74719101123594,,301.8314606741573,805.89
2001-09-30,663.54,212.11,0.7021716110019647,0.0012200061808789687,0.0,239.5,172.01999999999998,15.0,191.3,524.1200000000001,0.0,1797.19,0.0,194.57,36872.25,27636.5,3026.62,7632.14,2283.27,-705.55,-879.56,-67.47999999999999,5.339328650228655,5.95,3.62,3.37,1.5,0.45,2.3002891944990176,2.958705304518664,11.118064440078586,13.393350491159136,9,2001,0.36853599173139173,,302.07715133531156,1018.0
2001-12-31,1272.1599999999999,370.74,1.2253529098319338,0.0023826008154011476,0.0,397.6300000000001,575.3600000000001,23.0,226.4,668.6599999999999,0.0,754.27,0.0,184.6,37488.49,27784.38,3026.62,8269.53,-1143.7999999999997,95.88,0.0,177.73,4.691689189189189,8.42,3.36,4.59,1.5,0.33,3.951028990307761,4.92276855278886,17.929128850612784,19.73378803807768,12,2001,0.7208743042222636,,302.55773420479306,1388.74
2002-03-31,1005.08,377.36,1.25,0.0,0.0,408.51,390.11,40.25,0.0,602.83,0.0,1500.43,0.0,183.76,39760.02,29654.76,3029.27,8637.95,2650.67,-1879.29,-29.47,-18.4,8.05,14.12,3.43,1.25,0.0,0.0,3.8,4.36,17.48,18.84,3,2002,0.0,,301.88800000000003,377.36
2002-06-30,1306.2600000000002,374.08000000000004,1.1848057063770892,2.0,0.0,407.77,659.2800000000001,39.25,0.0,705.5299999999999,0.0,1157.63,0.0,182.17,37390.01,27211.3,3308.64,8775.72,-1564.25,1757.9099999999999,-548.39,251.51000000000002,8.281146813515825,14.8,3.1,2.38,2.0,0.84,4.002452890450336,4.480357713190674,17.045272011072075,18.419248376450547,6,2002,631.4621848739497,,315.73109243697485,751.44
2002-09-30,1198.2399999999998,270.4,0.8309089485633757,0.059587351733929074,0.0,280.4100000000001,131.62999999999988,31.25,0.0,618.1200000000001,0.0,997.41,0.0,188.52,39183.6,29795.27,3453.08,9346.0,-603.7,-1773.8200000000002,2308.39,-148.78000000000003,9.400247781065088,11.55,3.19,3.14,2.0,0.64,2.762639943631096,3.0484302826274168,11.569216315665857,12.74413215376184,9,2002,19.391318310763722,,325.4267515923567,1021.84
2002-12-31,1444.67,384.15,1.1612013598958741,0.03261233114386867,0.0,377.91999999999985,393.96000000000004,32.5,0.0,930.5500000000002,0.0,774.48,0.0,196.52,37851.12,27912.94,3491.75,9902.75,-42.43000000000001,-202.31000000000017,47.50999999999999,16.040000000000006,6.999754978524015,11.46,2.82,4.25,2.0,0.47,4.0546419249070045,4.273221004416817,15.519114645196622,16.907091800083926,12,2002,10.788849756463037,,330.8211764705882,1405.99
2003-03-31,2192.16,414.18,1.18,2.0,0.0,415.65,446.86,25.75,535.03,505.81,0.0,1057.02,0.0,194.01,37784.3,27427.71,3515.06,10303.89,1858.79,-452.46,-1171.46,31.21,5.455,8.78,2.66,1.18,2.0,1.69,4.4,4.28,16.08,17.48,3,2003,702.0,,351.0,414.18
2003-06-30,879.8500000000004,490.7,1.3882415347891432,0.013968703032446291,0.0,491.6,574.71,33.25,638.51,650.51,0.0,931.41,0.0,219.54,36807.21,26387.48,3550.73,10385.01,1066.54,389.03,-1658.58,83.10999999999999,5.988583248420624,11.37,2.54,2.56,2.0,0.78,5.3360533993457695,5.31436212536469,18.893099637520997,20.498253912120944,6,2003,4.9375,,353.46875,904.88
2003-09-30,2030.75,512.2500000000001,1.4458800533472584,0.004593791677545615,0.0,515.44,551.7099999999999,40.5,1071.51,772.25,0.0,1354.67,0.0,217.15,39382.9,27868.07,3575.5,11480.15,-2428.42,-159.57999999999998,3031.25,36.27000000000001,7.0061136652025375,12.61,2.43,4.0,2.0,0.5,5.20516819205013,5.2340857931170754,17.84215985830517,19.678427526056186,9,2003,1.6275000000000546,,354.2825,1417.13
2003-12-31,2057.62,647.7399999999998,1.8006109827737335,0.030305491386866633,0.0,663.1500000000001,2160.74,42.25,1410.34,991.8900000000001,0.0,2594.31,0.0,236.14,42670.92,29805.0,3760.78,12835.01,1639.1499999999999,-468.88,49.370000000000005,1497.5900000000001,5.865564578380216,12.38,2.32,5.74,2.0,0.35,6.073140875696773,6.499766474402745,20.189429068173776,22.786826095589547,12,2003,10.90189895470371,,359.7334494773519,2064.87
2004-03-31,1302.33,567.71,1.28,2.25,0.0,579.97,620.75,41.0,124.45,671.72,0.0,1092.88,0.0,252.77,45550.61,31452.03,4540.97,14067.07,-2214.15,-238.1,950.82,40.78,8.0075,13.24,2.24,1.28,2.25,1.76,5.0,5.56,16.16,18.64,3,2004,997.927734375,,443.5234375,567.71
2004-06-30,2198.34,650.94,1.4261763426742706,0.0635912273571167,0.0,659.8999999999999,704.51,36.25,570.25,787.74,0.0,1049.31,0.0,303.89,48606.0,34605.36,4688.12,13969.53,802.3900000000001,688.0,-758.96,44.61,6.355911067072233,12.17,2.48,2.67,2.25,0.84,5.362850367209616,6.1961219382103145,18.63109769006688,21.38730365568457,6,2004,29.024512816011338,,456.4232209737828,1218.65
2004-09-30,1538.9099999999999,573.8399999999999,1.2453277842554211,1.0213436384174894,0.0,577.4000000000001,626.3599999999999,28.75,713.95,801.4499999999998,0.0,1057.07,0.0,332.68,52233.07,38238.91,4707.07,13963.9,709.34,-115.10999999999996,-446.48,48.959999999999994,5.77099065070403,9.69,2.74,3.89,3.25,0.84,4.392261490998555,5.083754553721359,16.442168380297794,18.042846766230213,9,2004,470.6293723462636,,460.7943444730077,1792.49
2004-12-31,1024.8000000000002,415.9999999999998,0.898496257623987,0.015453171536750765,0.0,545.6100000000001,600.46,33.75,641.62,878.73,0.0,1138.57,0.0,378.35,57454.3,42970.93,4711.01,14454.62,-0.8600000000000136,26.97999999999996,4.900000000000006,54.849999999999994,9.39670024038462,11.0,2.97,4.77,3.25,0.68,2.8932709679464232,3.5563122314341458,11.512807393286812,12.198452336211615,12,2004,7.154753628343542,,462.9958071278826,2208.49
2005-03-31,1704.78,533.0,1.1,1.25,0.0,704.21,761.4,30.5,41.11,792.3,0.0,962.52,0.0,383.76,61719.51,46305.38,4881.94,15384.54,1194.35,-2.11,218.57,57.19,6.9325,9.68,3.01,1.1,1.25,1.14,3.44,5.24,13.84,14.48,3,2005,605.6818181818181,,484.5454545454545,533.0
2005-06-30,1800.7500000000002,598.0,1.2213793103448276,0.012931034482758636,0.0,564.25,615.7300000000001,27.5,307.88,764.19,0.0,915.62,0.0,381.43,64380.88,49151.85,4928.57,15193.74,504.27,-23.45,-552.5999999999999,51.480000000000004,5.626630434782609,8.92,3.24,2.31,1.25,0.54,3.7222988505747128,4.758620689655173,15.735172413793105,16.411954022988507,6,2005,6.3311688311688386,,489.6103896103896,1131.0
2005-09-30,1788.31,601.97,1.2261920864181144,1.0033506961136986,0.0,688.1599999999999,747.6500000000001,31.25,322.94,866.49,0.0,2071.36,0.0,393.04,66389.6,50885.25,4943.42,15468.38,1252.08,-692.3900000000001,-473.97,59.489999999999995,6.3694139658122495,9.99,3.29,3.53,2.25,0.64,3.626471779661506,4.58519420416972,15.561871238394202,16.36775385609676,9,2005,492.57129060740976,,490.9263456090652,1732.97
2005-12-31,2510.2699999999995,703.03,1.4285708128078818,0.005462982667913,0.0,757.3299999999999,820.5899999999997,29.0,737.93,1871.94,0.0,65.65,0.0,429.48,68050.83,51842.24,4959.73,16169.88,-1298.59,-85.06999999999994,20.200000000000045,63.25999999999999,5.076227188028961,2.54,3.21,4.95,2.25,0.45,4.1327543513957306,4.987010837438424,17.39681789819376,18.366514449917897,12,2005,2.688449652330519,,492.1212121212121,2436.0
2006-03-31,2202.51,689.86,1.37,1.3,0.0,792.22,863.28,33.0,156.66,993.41,0.0,66.6,0.0,466.01,71557.46,54513.2,5034.28,17002.82,-77.9,-13.36,92.22,71.06,6.0225,2.78,3.21,1.37,1.3,0.95,3.84,4.76,16.24,17.04,3,2006,654.6116788321168,,503.54744525547443,689.86
2006-06-30,1721.2199999999998,503.4699999999999,0.99147302087436,0.010886808128954664,0.0,578.51,656.53,29.25,275.05,1175.3200000000002,0.0,77.26,0.0,480.57,73961.42,56930.7,5134.75,16991.36,-1169.81,-348.21999999999997,1528.68,78.02000000000001,7.377280920412339,2.46,3.35,2.35,1.3,0.55,2.7170579806088844,3.341475032053162,11.847047840915755,12.522093301936597,6,2006,5.528321167883178,,507.79999999999995,1193.33
2006-09-30,1993.0099999999998,424.6500000000001,0.8319883434900309,1.0066318495902298,0.0,539.9200000000001,604.6100000000001,29.0,298.17,1082.6399999999999,0.0,76.77,0.0,496.29,74640.96,57520.31,5140.94,17080.08,-205.15999999999985,-500.96999999999997,705.6399999999999,64.69,8.715717061109148,2.46,3.37,3.17,2.3,0.73,2.2781258111966776,2.8450326950889386,9.941867019369834,10.435285973868652,9,2006,513.7887066246057,,510.403785488959,1617.98
2006-12-31,1607.4000000000005,415.72,0.8135740768058219,0.0025931787550125787,0.0,411.0999999999999,489.1300000000001,27.25,282.28,1248.9899999999998,0.0,66.8,0.0,517.58,76763.22,59258.88,5147.48,17463.51,-1261.4500000000003,-1544.6200000000001,2796.1000000000004,78.03,8.377540772635427,2.35,3.39,3.98,2.3,0.58,2.1668053301863597,2.6246962678861188,9.525766828932488,9.885538279982299,12,2006,1.3250622196153472,,510.97989949748745,2033.7
2007-03-31,1808.31,301.56,0.5800000000000001,1.2,0.0,389.3,460.88,28.75,60.26,1160.1,0.0,90.0,0.0,554.66,77939.89,60055.37,5159.8,17843.42,2458.94,-94.87,-2340.87,71.58,12.3925,2.59,3.37,0.58,1.2,2.07,1.56,2.08,6.76,6.920000000000001,3,2007,623.9172413793103,,519.9310344827586,301.56
2007-06-30,2645.1699999999996,472.90000000000003,0.9159285179350773,-0.008423755996391476,0.0,637.04,719.42,32.0,331.68,1334.56,0.0,132.27,0.0,555.3,78523.76,60630.86,5165.38,17853.26,1680.3200000000002,-74.79999999999998,-1563.2600000000002,82.38000000000001,8.732941319517867,3.02,3.4,1.5,1.2,0.8,2.418051287348604,3.297342664566279,10.600346047568628,10.869018412829584,6,2007,-4.349241379310229,,516.3066666666667,774.46
2007-09-30,2093.84,580.75,1.1227521933870026,1.0022017547096023,0.0,791.4100000000001,881.28,30.75,280.08,1299.8900000000003,0.0,142.7,0.0,538.05,81598.29,63566.84,5216.55,17990.5,-136.32000000000016,96.37999999999998,50.36999999999989,89.87,6.848973482565648,2.68,3.53,2.62,2.2,0.84,2.845448306904465,3.9939123825827734,12.907364910235314,13.25019000745272,9,2007,518.3945954198474,,517.2557251908397,1355.21
2007-12-31,2981.26,798.9099999999999,1.5391326852728724,0.007668667023022299,0.0,783.5900000000001,881.8499999999999,28.25,639.72,1511.4499999999998,0.0,140.39,0.0,621.4,88838.71,70231.08,5216.87,18567.07,-3622.08,-254.90999999999997,3874.69,98.25999999999996,4.59049116921806,2.46,3.78,4.15,2.2,0.53,3.590073347817206,4.658194343861994,17.208616047388258,17.742676545410653,12,2007,3.9805371102729623,,519.0650602409638,2154.12
2008-03-31,2213.78,452.7,0.87,1.3,0.0,578.83,735.38,28.75,0.0,1514.45,0.0,190.6,0.0,618.7,97194.07,78126.48,5217.83,19026.96,2060.19,-1176.16,-833.82,156.55,8.2625,2.28,4.11,0.87,1.3,1.49,1.88,2.64,9.52,9.84,3,2008,676.448275862069,,520.3448275862069,452.7
2008-06-30,2252.4199999999996,329.49000000000007,0.6318605453917847,0.002780125298069019,0.0,405.39,366.68999999999994,25.0,222.02,1520.16,0.0,232.8,0.0,674.24,102607.26,84003.07,5219.01,18562.66,-3188.15,-144.15999999999985,3374.5,-38.70000000000002,9.893401393062003,1.99,4.53,1.5,1.3,0.87,1.2805707053273503,1.8366079852721209,7.09368772293177,7.245334253825797,6,2008,1.4497241379310708,,521.46,782.19
2008-09-30,3408.1900000000005,749.8299999999999,1.434055625905667,1.003514875784911,0.0,820.47,869.1600000000001,17.0,488.73,1827.31,0.0,249.4,0.0,682.76,106565.68,89751.42,5230.75,16774.19,4888.57,-1467.8999999999999,-3404.0699999999997,48.69,2.962576850752838,1.22,5.35,2.93,2.3,0.78,2.8191673737940754,3.758889831725434,17.874304251902718,17.247822613281812,9,2008,524.7115563139929,,522.8737201365187,1532.02
