,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-06-30,,,,,,,,,,,0.48,270.54,236.72,522.02,108.95,680.37,252.8,178.79,31.08,491.65,14.3,505.96,105.0,174.4,,,,,,0.0,2.9,0.5,,,,,,2.13,2.11,0.0,1.06,0.58,6,2004,,18.06,9.03
2004-09-30,315.68,14.49,0.7208035714285714,0.0,84.68,25.05,33.72,,290.64000000000004,24.96,3.57,331.19,253.77,601.35,109.52,760.95,248.14,173.92,31.21,484.76,11.87,496.63,137.5,264.3,-62.010000000000005,-3.34,68.44,8.67,0.0,0.0,1.88,1.17,7.614642857142857,0.0,21.932142857142857,0.0,40.04464285714286,3.19,3.16,0.0,1.24,0.72,9,2004,0.0,20.102564102564102,23.52
2004-12-31,397.6700000000001,20.62,0.938971454463072,0.0,107.27000000000001,32.849999999999994,43.709999999999994,,364.80000000000007,28.069999999999993,4.88,416.33,240.56,669.38,114.66,833.31,244.86,194.34,31.98,535.6,12.77,548.37,137.5,284.92,11.86,-6.989999999999998,-3.5600000000000023,10.860000000000001,0.0,0.0,1.92,2.01,9.903579519710012,0.0,28.94461259628455,0.0,48.78914363389216,3.9,3.87,0.0,1.25,0.8,12,2004,0.0,21.960199004975127,44.14
2005-03-31,293.44,13.24,0.48,0.0,70.03,21.94,25.57,,271.51,10.24,1.95,372.36,240.3,623.32,122.68,795.89,230.39,170.45,11.87,483.2,14.51,497.71,137.5,298.16,34.63,0.54,-38.1,3.63,0.0,0.0,1.67,0.48,6.639999999999999,0.0,17.76,0.0,28.08,4.7,4.51,0.0,1.29,0.79,3,2005,0.0,27.583333333333336,13.24
2005-06-30,335.89000000000004,9.97,0.3608272296423955,0.0,85.84,18.289999999999996,21.409999999999997,,317.59000000000003,15.430000000000001,2.48,417.26,270.56,715.36,128.44,898.5,342.08,185.29,11.95,595.14,14.46,609.6,137.5,288.88,-81.63,-7.09,89.25,3.12,0.0,0.0,2.11,0.84,4.433020249892288,8.762947005601033,13.797345971563981,17.216613528651443,22.78366221456269,3.78,3.69,0.0,1.2,0.75,6,2005,0.0,27.630952380952383,23.21
2005-09-30,345.5999999999999,17.36,0.633295538575302,0.0,91.49000000000001,25.830000000000005,31.190000000000005,,319.77,23.489999999999995,3.25,407.74,299.32,738.93,161.11,956.09,344.84,212.23,11.58,619.25,30.57,649.83,137.5,306.25,22.1,-39.78,18.440000000000005,5.359999999999999,0.0,0.0,2.12,1.48,7.257224550160217,13.16227754498398,22.678826719250676,24.339087996056197,33.564663544491,4.23,4.16,0.0,1.19,0.71,9,2005,0.0,27.41216216216216,40.57
2005-12-31,432.30000000000007,21.909999999999997,0.796025928297055,0.0,111.38,34.16,38.5,6.96,398.13,32.72,3.34,468.87,245.63,727.57,160.93,944.44,338.14,180.1,11.34,588.73,27.54,616.27,137.5,328.15,30.75,-5.020000000000003,-25.620000000000005,4.34,2.1886535828388864,0.58,1.88,2.27,9.285800256081945,15.808303457106273,26.70719590268886,28.58679897567221,39.5137451984635,4.5,4.44,0.0,1.24,0.82,12,2005,0.0,27.524229074889867,62.48
2006-03-31,289.09,10.34,0.38,0.0,84.19,18.56,23.18,7.2,270.53,15.05,14.36,390.33,252.36,667.22,158.5,881.81,282.5,172.34,11.27,543.55,24.78,568.33,137.5,313.47,76.21,-1.81,-63.39,4.62,4.7375,0.63,1.81,0.38,4.68,8.84,13.199999999999998,13.519999999999998,21.96,3.62,3.58,0.0,1.23,0.76,3,2006,0.0,27.210526315789473,10.34
2006-06-30,332.01000000000005,14.41,0.524,0.0,97.69999999999999,25.080000000000002,29.119999999999997,7.38,306.9200000000001,22.859999999999996,6.85,448.88,270.81,742.63,156.5,995.22,390.15,188.37,10.35,644.11,23.21,667.32,137.5,327.88,-39.23,-42.23,73.96000000000001,4.04,3.5209923664122136,0.62,2.04,0.9,5.798933333333334,10.736177777777778,17.58311111111111,18.700977777777776,28.94808888888889,4.02,3.98,0.0,1.15,0.73,6,2006,0.0,27.5,24.75
2006-09-30,467.38,38.72,1.4092201039861352,0.0,158.51,59.45,63.769999999999996,7.44,407.93999999999994,56.09,8.56,515.68,329.0,868.0,166.4,1128.3,388.08,250.16,10.97,732.14,29.55,761.69,137.5,366.6,17.730000000000004,-13.800000000000004,-2.2200000000000006,4.32,1.319559659090909,0.56,2.08,2.31,13.73837088388215,24.1336568457539,42.239999999999995,46.04672443674177,63.49421143847487,5.88,5.83,0.0,1.19,0.74,9,2006,0.0,27.476190476190474,63.47
2006-12-31,474.76,29.430000000000007,1.07075780409042,0.0,127.98000000000002,45.639999999999986,50.33000000000001,10.2,429.12,40.150000000000006,3.94,597.64,282.18,896.47,183.99,1173.03,434.72,211.23,12.9,750.05,26.94,776.99,137.5,396.03,-22.720000000000002,-20.72999999999999,38.82,4.690000000000001,2.3832653754672095,0.71,1.96,3.38,10.035978471474705,17.803724434876216,29.727784714747045,32.51555651237891,44.553662002152855,6.0,5.94,0.0,1.2,0.82,12,2006,0.0,27.48520710059172,92.9
2007-03-31,322.46,7.92,0.29,0.0,84.44,18.06,22.79,10.5,304.4,15.27,38.07,444.25,305.41,811.94,203.14,1114.98,402.42,182.85,13.57,667.16,43.86,711.02,137.5,403.94,86.93,-29.41,-23.39,4.73,9.0525,0.71,1.76,0.29,2.84,7.24,7.84,8.84,16.12,2.48,2.46,0.0,1.22,0.76,3,2007,0.0,27.31034482758621,7.92
2007-06-30,322.31,10.56,0.2285714285714286,0.0,88.87,20.26,24.96,9.35,302.05000000000007,18.000000000000004,5.98,414.88,321.36,764.94,222.92,1088.59,376.45,173.94,18.12,617.48,66.77,684.25,229.16,404.32,5.75,-22.66,-15.170000000000002,4.699999999999999,10.228749999999998,1.06,1.69,0.4,3.8857142857142857,8.411428571428571,10.445714285714287,11.542857142857143,18.582857142857144,2.89,2.87,0.0,1.24,0.72,6,2007,0.0,46.199999999999996,18.48
2007-09-30,363.94000000000005,11.05,0.23948526921774468,0.0,97.23000000000002,19.880000000000003,25.650000000000006,8.3,344.05999999999995,17.529999999999994,8.11,407.37,314.17,755.39,227.83,1100.13,390.46,169.91,18.29,621.48,63.26,684.74,229.16,415.38,22.389999999999986,-24.270000000000003,4.0,5.77,8.66525113122172,0.92,1.65,0.64,4.011378259397223,7.81320690822892,10.64212665086353,11.300711141212325,18.200880460548596,2.95,2.93,0.0,1.22,0.71,9,2007,0.0,46.140625,29.53
2007-12-31,414.6700000000001,11.909999999999997,0.25866312741312736,0.0,116.29999999999995,21.11999999999999,27.439999999999998,8.0,393.54999999999995,17.25,14.44,435.52,321.92,790.45,228.31,1136.95,389.87,175.65,18.1,650.84,58.81,709.65,229.17,427.29,26.5,-7.409999999999997,-12.75,6.32,7.733031066330818,0.86,1.66,0.9,4.184594594594594,7.8978474903474885,11.151254826254823,11.576611969111967,18.761698841698838,2.93,2.91,0.0,1.21,0.72,12,2007,0.0,46.044444444444444,41.44
2008-03-31,410.82,13.13,0.29,0.0,107.49,22.89,28.95,7.65,387.93,16.74,7.57,426.19,358.66,814.81,234.24,1164.52,345.87,240.82,17.89,666.41,57.68,724.08,229.16,440.42,51.17,-7.16,-50.87,6.06,6.595,0.8,1.64,0.29,4.52,8.04,11.92,12.44,18.4,3.25,3.2,0.0,1.22,0.68,3,2008,0.0,45.27586206896552,13.13
2008-06-30,371.33,10.859999999999998,0.2353980825343893,0.0,104.59000000000002,19.560000000000002,26.23,8.0,351.77000000000004,19.360000000000003,12.69,413.43,418.03,864.42,239.09,1198.07,422.04,223.05,18.18,711.95,59.58,771.52,229.16,426.53,-52.07,9.23,47.949999999999996,6.670000000000001,8.493697053407,0.86,1.81,0.52,3.6215089620675274,6.717899124635264,10.176440183409753,10.448053355564817,15.807886619424758,3.1,3.07,0.0,1.21,0.63,6,2008,0.0,46.13461538461538,23.99
2008-09-30,411.44999999999993,11.830000000000002,0.257604690117253,0.0,103.61999999999998,20.83,27.729999999999997,7.5,390.6199999999999,18.059999999999995,5.03,412.72,421.73,859.41,247.84,1202.19,439.81,198.57,18.4,708.94,54.88,763.82,229.16,438.35,0.09999999999999998,-14.8,7.04,6.899999999999999,7.282087912087911,0.78,1.74,0.78,3.9367280848687893,7.265773310999443,10.792975991066445,11.083606923506425,16.949067560022335,3.03,3.0,0.0,1.21,0.62,9,2008,0.0,45.92307692307692,35.82
2008-12-31,430.1200000000001,12.240000000000002,0.2674157303370787,0.0,107.74000000000001,22.03,29.5,7.2,408.09000000000015,20.24000000000001,4.17,463.13,375.28,863.71,251.3,1213.95,450.06,181.34,18.84,712.9,50.44,763.34,229.16,450.6,9.32,-9.099999999999998,-1.08,7.470000000000002,6.733897058823529,0.73,1.69,1.05,4.034157303370787,7.395955056179775,10.869812734082398,11.155056179775281,17.348913857677907,2.98,2.96,0.0,1.21,0.69,12,2008,0.0,45.77142857142857,48.06
2009-03-31,365.84,4.41,0.1,0.0,92.34,12.62,20.53,6.25,353.22,17.45,4.72,468.33,365.68,852.72,266.18,1217.56,457.23,192.51,19.56,717.46,45.07,762.53,229.16,455.01,26.1,-21.6,-3.96,7.91,15.625,0.63,1.68,0.1,1.44,4.24,3.88,3.96,10.08,1.22,1.21,0.0,1.19,0.68,3,2009,0.0,44.1,4.41
2009-06-30,303.05,-6.970000000000001,-0.163359375,0.0,73.19999999999999,-2.1999999999999993,6.299999999999997,6.7,305.25,-11.14,6.82,406.29,352.85,776.99,261.99,1137.56,457.61,138.81,23.23,657.1,51.66,708.76,229.16,428.79,20.1,-3.8999999999999986,-14.09,8.5,-10.25377331420373,0.72,1.65,-0.06,-2.50484375,9.69265625,-6.534375000000001,-6.534375000000001,23.632656250000004,-0.39,-0.38,0.87,1.18,0.65,6,2009,0.0,42.66666666666667,-2.56
2009-09-30,376.7500000000001,4.140000000000001,0.07860759493670887,0.0,96.03999999999999,10.590000000000002,19.4,6.15,366.1600000000001,8.969999999999999,16.15,412.34,339.74,780.34,256.45,1137.02,371.82,189.0,30.94,636.28,67.8,704.08,229.16,432.93,78.49,-1.4400000000000013,-67.72,8.809999999999999,19.55917874396135,0.65,1.63,0.03,1.4673417721518989,18.86582278481013,3.773164556962026,3.773164556962026,44.02025316455697,0.15,0.15,1.24,1.23,0.69,9,2009,0.0,52.66666666666667,1.58
2009-12-31,429.9699999999998,12.59,0.27543401552575864,0.0,107.28000000000003,19.429999999999996,28.089999999999996,5.55,410.53999999999996,44.629999999999995,17.78,454.46,305.94,790.45,249.34,1138.73,353.81,197.64,30.87,632.96,60.21,693.17,229.17,445.54,32.31,-0.6799999999999997,-29.99000000000001,8.660000000000004,5.036596505162827,0.57,1.56,0.31,4.406944248412138,12.225716302046576,11.30167960479887,11.23059985885674,28.431898376852505,0.97,0.96,1.9,1.25,0.77,12,2009,0.0,45.70967741935484,14.17
2010-03-31,377.06,8.62,0.19,0.0,99.16,15.25,23.64,5.8,361.8,21.47,7.19,440.84,331.05,790.78,243.85,1134.61,343.74,209.66,30.26,627.79,52.64,680.43,229.17,454.16,14.03,-2.34,-22.29,8.39,7.632499999999999,0.59,1.5,0.19,3.04,5.2,7.6,7.6,12.04,2.3,2.29,3.76,1.26,0.73,3,2010,0.0,45.368421052631575,8.62
2010-06-30,338.64000000000004,1.9400000000000013,0.04225378787878791,0.0,89.16,8.239999999999998,16.060000000000002,6.5,330.41,13.25,15.69,402.02,372.91,806.38,239.25,1146.44,381.41,199.35,30.08,656.52,45.27,701.79,229.17,444.64,-3.299999999999999,-2.58,14.379999999999999,7.82,38.45690721649483,0.67,1.58,0.23,0.6760606060606066,1.5137878787878798,1.7415909090909103,1.7783333333333344,3.5199242424242443,1.49,1.48,2.82,1.23,0.66,6,2010,0.0,45.91304347826087,10.56
2010-09-30,440.26,18.689999999999998,0.4089435897435897,0.0,124.61000000000001,31.140000000000004,39.08,6.25,409.1199999999999,40.41,11.27,461.69,369.1,859.55,239.65,1199.03,402.6,195.91,25.38,693.27,42.41,735.68,229.17,463.33,-5.460000000000001,-8.11,9.15,7.939999999999998,3.822532102728732,0.62,1.59,0.64,6.2363897435897435,11.961599999999999,16.12771282051282,16.690010256410254,27.603692307692306,2.54,2.53,4.26,1.24,0.71,9,2010,0.0,45.703125,29.25
2011-03-31,438.85,15.18,0.33,0.0,118.33,25.48,33.94,9.0,413.37,24.37,6.51,511.41,416.47,951.38,249.62,1307.07,427.47,247.36,27.39,777.45,50.69,828.15,229.17,478.91,-11.84,-6.81,17.44,8.46,6.8175,0.86,1.73,0.33,4.64,8.36,12.68,13.0,19.24,3.47,3.46,5.31,1.22,0.69,3,2011,0.0,46.0,15.18
2011-06-30,417.62,12.96,0.28093816631130064,0.0,118.45,24.37,26.79,8.2,393.25,22.749999999999996,4.71,489.52,478.18,997.43,250.38,1357.04,487.86,249.57,29.99,840.05,45.74,885.79,229.17,471.24,-24.87,-8.29,31.37,2.42,7.295555555555555,0.8,1.88,0.61,3.8133901918976547,7.332025586353945,10.998038379530916,11.311215351812367,17.75897654584222,3.3,3.29,4.66,1.19,0.62,6,2011,0.0,46.13114754098361,28.14
2011-09-30,596.2,32.95,0.717359633327877,0.0,158.85999999999999,54.74,63.07,8.8,541.4599999999999,49.96,4.88,642.41,531.29,1223.14,246.51,1540.41,558.83,316.09,27.95,994.35,41.85,1036.2,229.17,504.2,-91.73999999999998,35.07,56.83,8.33,3.068405159332322,0.8,2.06,1.33,8.56516614830578,16.48309052218039,26.148567687019153,27.24887870355214,41.31559993452283,4.23,4.21,5.99,1.23,0.7,9,2011,0.0,45.932330827067666,61.09
2011-12-31,571.76,10.789999999999992,0.23567473567056188,0.0,128.64,22.36999999999999,30.86,10.9,549.3900000000001,22.67,2.79,782.16,477.42,1296.04,241.74,1597.52,645.14,289.52,19.17,1044.28,38.22,1082.5,229.19,515.0,-73.18,5.620000000000001,65.47000000000001,8.489999999999998,11.558090824837821,0.97,2.1,1.57,2.7020033388981615,0.0,8.38221480244852,0.0,13.780217028380624,3.56,3.55,5.06,1.24,0.78,12,2011,0.0,45.78343949044586,71.88
2012-03-31,527.22,20.04,0.4099999999999999,0.0,136.94,34.09,42.65,11.3,493.13,29.86,7.66,713.44,491.92,1241.16,309.28,1610.66,587.45,239.09,29.66,945.13,91.51,1036.64,255.52,574.01,41.81,-71.15,34.21,8.56,6.89,1.01,1.81,0.41,4.96,9.36,13.96,15.24,20.48,3.83,3.8,4.4,1.31,0.79,3,2012,0.0,48.87804878048781,20.04
2012-06-30,475.8399999999999,2.7600000000000016,0.05568421052631582,0.0,110.91,12.259999999999998,21.259999999999998,11.7,463.58000000000004,10.240000000000002,5.85,611.47,519.07,1161.38,313.27,1534.6,540.06,271.39,29.82,898.84,87.83,986.68,255.7,547.92,97.81,-7.579999999999998,-92.12,8.999999999999998,52.518478260869536,1.09,1.8,0.46,0.7214736842105267,1.554315789473685,2.0143157894736854,2.16442105263158,3.5298947368421074,2.29,2.27,3.02,1.29,0.71,6,2012,0.0,49.565217391304344,22.8
2012-09-30,596.6600000000001,30.13,0.5977045153976951,0.0,158.38000000000002,46.51,57.09,12.7,550.1499999999999,40.550000000000004,12.21,691.07,551.57,1284.95,312.03,1655.89,539.62,323.52,42.34,992.85,84.98,1077.83,255.7,578.04,8.769999999999982,-3.4799999999999898,1.1899999999999977,10.580000000000002,5.314080650514438,1.12,1.86,1.05,7.286302663895712,13.22919327413565,20.857041375401472,22.268762516531265,31.900343850368408,3.33,3.31,4.08,1.29,0.74,9,2012,0.0,50.409523809523805,52.93
2012-12-31,674.51,37.089999999999996,0.7333948011552988,0.0,175.39,54.040000000000006,61.47,13.9,620.47,51.73999999999998,12.08,789.13,560.0,1388.11,315.77,1761.69,588.44,335.19,22.64,1059.69,84.71,1144.4,257.15,617.28,-12.279999999999973,-6.010000000000005,18.21,7.43,4.738852790509572,1.16,1.85,1.78,8.421679626749611,14.42068429237947,24.02898022661631,26.20444345700955,34.49427682737169,3.98,3.96,4.83,1.31,0.78,12,2012,0.0,50.573033707865164,90.02
2013-03-31,507.74,21.22,0.39,0.0,141.65,32.23,41.33,18.9,475.51,27.02,4.84,625.46,579.2,1234.03,315.06,1613.28,508.5,226.55,18.94,843.88,81.79,925.68,282.57,687.59,51.38,-1.46,-56.85,9.1,12.114999999999998,1.55,1.35,0.39,5.28,8.0,12.36,13.44,16.76,4.22,4.18,4.46,1.46,0.78,3,2013,0.0,54.41025641025641,21.22
2013-06-30,513.6,19.380000000000003,0.3436847290640394,0.0,145.52,31.540000000000006,41.650000000000006,17.8,482.06000000000006,29.459999999999997,6.76,646.07,609.96,1294.71,328.07,1682.81,572.09,241.35,22.64,912.68,78.73,991.41,298.76,691.39,-19.480000000000004,-19.59,41.07,10.110000000000001,12.94674922600619,1.54,1.43,0.72,4.601556650246306,7.561064039408867,11.20794088669951,12.506305418719213,15.809497536945813,4.0,3.98,4.48,1.42,0.75,6,2013,0.0,56.38888888888889,40.6
2013-09-30,669.5600000000001,55.38,0.9693519483225671,0.0,214.05,75.81,84.83999999999999,16.5,593.7499999999999,74.84,16.48,806.0,677.75,1535.77,354.4,1949.8,610.45,331.7,24.45,1119.19,83.83,1203.02,298.76,746.77,6.670000000000002,-33.45,36.16,9.029999999999998,4.254801372336584,1.32,1.61,1.68,11.355265680350072,17.86377161908731,29.657553657011878,33.442642217128565,38.77407793290269,5.71,5.68,6.42,1.37,0.77,9,2013,0.0,57.13095238095239,95.98
2013-12-31,777.9299999999998,47.42,0.8200948396094839,0.0,217.64,64.05999999999997,73.52000000000001,20.2,713.8700000000001,66.39000000000001,23.8,848.03,701.96,1615.54,373.37,2047.37,636.87,362.15,31.98,1179.62,76.72,1256.34,298.76,791.01,15.399999999999999,-21.810000000000002,13.970000000000002,9.460000000000004,6.161482496836777,1.53,1.59,2.48,9.259135285913528,14.14002231520223,23.981160390516038,26.94408368200837,31.044557880055784,5.84,5.81,6.89,1.37,0.77,12,2013,0.0,57.822580645161295,143.4
2014-03-31,593.56,26.48,0.07,0.0,173.7,39.74,48.14,34.75,553.83,37.95,20.85,752.52,758.13,1604.42,453.02,2108.84,758.84,299.05,34.61,1210.48,80.87,1291.34,298.76,817.48,-30.37,-82.06,109.77,8.4,124.10750000000002,2.54,1.58,0.07,5.04,8.56,12.96,14.08,17.68,4.47,4.46,4.71,1.33,0.7,3,2014,0.0,378.2857142857143,26.48
2014-06-30,599.8200000000002,23.599999999999998,0.06126198083067092,0.0,169.93,35.43,43.730000000000004,6.1,564.39,31.959999999999994,45.75,737.84,769.75,1621.34,570.05,2247.85,792.5,290.82,54.04,1240.74,180.17,1420.91,384.12,826.92,23.68,-123.47,124.64999999999999,8.299999999999999,24.891457627118648,2.83,1.72,0.13,4.203514376996805,7.200638977635783,11.423003194888176,12.440894568690094,14.061980830670926,4.22,4.2,4.06,1.31,0.69,6,2014,0.0,385.2307692307692,50.08
2014-09-30,789.03,73.01,0.18980583313022992,0.0,251.87,95.36999999999999,104.26999999999998,7.05,693.6499999999999,93.18,39.85,899.5,826.17,1852.42,698.15,2605.74,806.88,342.2,60.7,1394.17,308.85,1703.02,384.12,902.7,-41.730000000000004,-100.47999999999999,136.19000000000003,8.900000000000002,9.285278386522394,3.0,1.89,0.32,11.198544154683566,17.770571126817774,32.3618945487042,35.39878787878788,33.405826630920465,6.23,6.21,5.58,1.33,0.74,9,2014,0.0,384.65625,123.09
2014-12-31,635.03,23.97,0.061937984496124025,0.0,201.83000000000004,42.09,51.890000000000015,6.4,592.9300000000003,42.46000000000001,22.87,875.5,900.64,1865.92,861.98,2823.17,868.5,283.03,66.39,1435.54,356.4,1791.93,430.92,1031.22,-71.31,-137.96000000000004,192.10000000000002,9.799999999999997,25.829061326658326,2.67,1.74,0.38,3.3968094655242758,5.691774785801714,9.297217462260301,10.522937576499388,9.988314973480211,5.63,5.62,4.75,1.3,0.67,12,2014,0.0,387.0,147.06
2015-03-31,582.77,17.38,0.04,0.0,169.35,31.91,42.78,6.35,550.86,23.09,24.73,753.52,932.1,1786.59,933.23,2856.58,908.06,221.52,95.86,1386.8,420.23,1807.03,430.92,1049.37,-5.2,-110.34,117.34,10.87,39.6875,2.61,1.72,0.04,2.44,5.16,6.64,7.44,8.68,3.03,2.98,2.07,1.29,0.62,3,2015,0.0,434.49999999999994,17.38
2015-06-30,652.1100000000001,16.330000000000002,0.03875407890833581,0.0,191.48999999999998,33.82000000000001,49.230000000000004,5.1,618.2900000000001,32.980000000000004,23.28,796.5,931.02,1817.25,955.98,2906.79,1010.8,239.22,99.78,1511.18,400.56,1911.74,433.35,995.09,22.599999999999998,-20.180000000000007,-4.790000000000006,15.410000000000002,32.899762706674835,2.22,1.92,0.08,2.2477365766834767,4.941145060812816,6.568816374962919,7.169504598042125,9.126585582913084,2.75,2.73,2.08,1.2,0.59,6,2015,0.0,421.375,33.71
2015-09-30,681.01,13.839999999999996,0.03201682439537328,0.0,197.27000000000004,34.50999999999999,51.32000000000001,4.72,646.5,32.87,29.78,870.49,890.1,1863.11,967.51,2958.56,1020.82,266.44,106.5,1555.45,390.72,1946.17,433.35,1012.71,60.309999999999995,-44.639999999999986,-10.450000000000003,16.810000000000002,36.85640354046243,2.02,1.92,0.11,1.874439537329127,4.191293375394321,5.471966351209253,5.774670872765509,8.312731861198737,2.5,2.48,2.09,1.2,0.63,9,2015,0.0,432.27272727272725,47.55
2015-12-31,770.6699999999998,15.130000000000003,0.03620772176132738,0.0,221.31999999999994,36.88000000000001,58.22,3.7,733.7999999999997,30.409999999999997,56.6,842.03,874.71,1820.6,1003.12,2951.64,951.28,275.24,109.22,1484.95,411.85,1896.8,444.85,1055.23,129.86,-62.94,-38.279999999999994,21.340000000000003,25.55048909451421,1.56,1.8,0.15,2.0469432035737083,4.586311423101469,5.735303126994258,5.802890874282069,9.027791959157627,2.35,2.33,2.16,1.23,0.64,12,2015,0.0,417.8666666666667,62.68
2016-03-31,681.14,1.86,0.0,0.0,168.72,18.15,38.0,3.6,662.98,12.37,42.81,761.44,848.57,1702.97,999.01,2829.42,911.89,249.95,111.22,1382.98,388.54,1771.52,444.85,1058.24,80.74,-16.71,-77.78,19.85,0.0,1.51,1.67,0.0,0.28,2.56,0.72,0.72,5.0,0.28,0.27,1.12,1.23,0.62,3,2016,0.0,inf,1.86
2016-06-30,639.9599999999999,11.620000000000001,0.02586053412462908,0.0,186.94000000000003,29.79,50.019999999999996,3.16,610.1800000000001,26.410000000000004,31.54,806.06,861.11,1746.32,990.75,2860.6,980.51,263.28,113.97,1465.25,363.02,1828.27,446.14,1032.63,8.89,-10.64,-9.409999999999997,20.229999999999997,30.547512908777968,1.37,1.77,0.03,1.620593471810089,5.72379821958457,4.5169732937685465,4.585934718100891,11.861364985163204,1.03,1.02,1.53,1.19,0.6,6,2016,0.0,449.33333333333337,13.48
2016-09-30,742.1500000000001,26.860000000000003,0.05992563212692117,0.0,229.36999999999995,49.10000000000001,69.23,3.04,693.05,46.69,34.98,849.1,807.49,1751.66,979.79,2849.75,922.83,272.76,115.23,1448.32,338.77,1787.09,446.14,1062.73,108.87,-8.75,-96.69999999999999,20.130000000000003,12.683220402084885,1.28,1.68,0.09,3.781973227565692,8.895627169062966,10.120773425880019,10.360475954387704,18.43046108081309,1.97,1.96,2.09,1.21,0.65,9,2016,0.0,448.2222222222223,40.34
2016-12-31,898.8699999999999,33.769999999999996,0.07746457967885576,0.0,246.21000000000004,57.52999999999999,78.66999999999999,3.02,841.3400000000001,43.400000000000006,71.38,748.1,761.71,1612.41,979.09,2708.46,642.74,350.0,114.56,1271.72,330.13,1601.86,455.85,1106.62,355.12,-19.589999999999996,-299.02000000000004,21.139999999999993,9.743808113710395,1.24,1.45,0.17,4.994187019295642,9.95192011874241,12.212063149372554,12.50369450816354,19.61220887869383,2.52,2.5,2.62,1.27,0.67,12,2016,0.0,435.9411764705882,74.11
2017-03-31,553.36,3.34,0.01,0.0,171.53,15.58,36.2,4.32,537.78,12.21,39.68,672.46,801.86,1556.66,966.92,2637.98,725.11,262.25,111.48,1220.48,305.97,1526.44,455.85,1111.54,-65.77,-7.51,41.14,20.62,108.0,1.77,1.37,0.01,0.52,2.28,1.2,1.24,4.4,0.61,0.6,1.27,1.28,0.62,3,2017,0.0,334.0,3.34
2017-06-30,578.84,8.38,0.021450511945392492,0.0,183.91,24.11,44.39,3.58,554.73,20.43,23.85,712.06,822.71,1598.44,954.17,2667.27,762.69,260.14,112.46,1255.21,283.26,1538.46,492.04,1128.77,-18.02000000000001,-7.48,9.990000000000002,20.279999999999998,41.72278042959427,1.56,1.36,0.03,1.2584300341296928,4.1184982935153585,2.9744709897610924,3.088873720136519,8.036791808873721,1.04,1.04,1.65,1.27,0.62,6,2017,0.0,390.6666666666667,11.72
2017-09-30,678.1599999999999,25.71,0.05495057440555704,0.0,221.7,44.86,65.44,3.12,633.29,40.97,37.52,779.16,902.26,1765.62,944.75,2824.33,823.87,322.04,104.94,1407.41,262.43,1669.84,492.04,1154.29,4.75,-11.790000000000001,20.910000000000004,20.58,14.194574095682613,1.33,1.45,0.08,3.6542131979695434,8.187635586428,8.901993053700242,9.28664707453914,16.402746460058776,2.08,2.07,2.47,1.25,0.61,9,2017,0.0,467.875,37.43
