,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2002-12-31,,,,,,,,6.32,0.0,,117.96,0.0,57.16,1046.69,163.84,696.5,882.86,,,,,,4.99,0.19,1.03,0.0,0.0,,,,,21.78,0.0,12,2002,,,,68.3009708737864,70.35
2003-03-31,34.46,-15.56,-0.10999999999999999,0.0,,-14.44,-9.5,4.89,0.0,48.9,104.26,0.0,64.5,1051.19,183.9,696.5,867.29,0.41,-13.6,-0.51,4.94,-11.1025,3.92,0.21,-0.11,0.0,0.0,-5.92,0.0,-7.16,0.0,-45.15,0.0,3,2003,,0.0,,141.45454545454547,-15.56
2003-06-30,76.78,9.96,0.07114285714285715,0.0,,9.309999999999999,15.6,6.59,0.0,67.47,103.87,0.0,66.28,1635.18,757.94,696.5,877.24,-80.46,2.5999999999999996,77.46000000000001,6.29,23.14638554216867,5.23,0.86,-0.04,0.0,0.0,2.4188571428571435,-0.0,4.553142857142858,-0.0,-5.03,0.0,6,2003,,0.0,,140.0,-5.6
2003-09-30,226.53999999999996,60.22,0.4299853533504211,0.0,,81.72,87.80000000000001,27.92,0.0,144.82,313.6,0.0,70.54,2019.03,1081.58,696.5,937.45,242.02999999999997,-9.59,-22.700000000000003,6.079999999999998,16.230901693789438,20.74,1.15,0.39,0.0,0.0,11.951387770047601,0.0,25.710919077261078,0.0,16.17,0.0,9,2003,,0.0,,140.05128205128204,54.62
2003-12-31,635.77,136.07,0.9775861345639519,0.0,,190.28,196.9,37.08,0.0,445.48999999999995,441.32,0.0,75.79,2983.6,1901.44,696.5,1082.16,164.89000000000001,-36.47,-0.7100000000000009,6.620000000000001,9.48054567502021,23.86,1.76,1.37,0.0,0.0,18.23876029157271,37.79048298285175,50.29216844092506,55.40130473543447,19.59,0.0,12,2003,,0.0,,139.1897810218978,190.69
2004-03-31,254.16,47.29,0.34,0.0,,75.54,82.64,25.3,0.0,178.62,415.04,0.0,87.14,2118.52,997.14,696.5,1121.38,-7.09,-18.09,-1.1,7.1,18.6025,15.71,0.89,0.34,0.0,0.0,8.92,19.08,16.88,19.04,18.61,0.0,3,2004,,0.0,,139.08823529411762,47.29
2004-06-30,166.42,15.450000000000003,0.11081447242588463,0.65,,22.779999999999987,30.75,22.03,1.88,143.64,245.8,0.0,90.65,2221.0,1174.64,696.5,1046.36,-74.03999999999999,-3.5500000000000007,-91.65,7.970000000000001,49.69454692556634,14.66,1.12,0.45,0.65,1.44,2.7777494421421745,5.023589416640102,5.91010519604718,6.422314313037935,14.92,0.0,6,2004,,90.62444444444445,,139.42222222222222,62.74
2004-09-30,143.06,4.1399999999999935,0.02971291866028703,-0.0004146730462519564,,10.25,18.679999999999993,21.37,2.25,132.81,191.55,0.0,86.67,1831.47,780.84,696.5,1050.63,8.61999999999999,-1.8099999999999987,-61.06999999999999,8.43,179.84096618357518,14.17,0.74,0.48,0.65,1.35,0.9037679425837307,1.3965071770334905,1.577260765550237,1.666399521531098,11.87,0.0,9,2004,,-0.0577777777777726,,139.33333333333334,66.88
2004-12-31,146.51999999999998,24.13000000000001,0.17233820459290194,0.0031663187195545895,,29.980000000000018,38.77000000000001,19.8,2.02,116.54000000000002,277.88,0.0,83.04,1718.22,642.28,696.5,1075.94,65.54,-184.87,205.67,8.79,28.721141732283453,12.82,0.6,0.65,0.65,1.0,5.6208768267223395,6.246597077244261,8.97219206680585,8.940375782881004,12.82,0.0,12,2004,,0.44333333333332803,,140.01538461538462,91.01
2005-03-31,167.65,25.48,0.16,0.25,,40.1,48.74,13.3,0.64,127.55,420.24,0.0,81.9,2565.52,1183.76,870.62,1381.76,-99.22,-6.98,248.57,8.64,20.7825,8.38,0.86,0.16,0.25,1.56,3.96,6.84,7.36,8.16,15.2,0.0,3,2005,,39.8125,,159.25,25.48
2005-06-30,121.51000000000002,12.309999999999999,0.07492193702037576,0.007690526594337101,,22.009999999999998,31.020000000000003,10.1,0.58,99.50000000000001,191.06,0.0,74.23,1900.9,550.81,870.62,1350.09,-155.28,-0.1299999999999999,-73.78,9.009999999999998,33.6994090170593,6.51,0.41,0.23,0.25,1.09,2.5929505160095263,3.922000529240539,3.648372585340036,4.104419158507541,13.07,0.0,6,2005,,1.2635869565217348,,164.30434782608694,37.79
2005-09-30,109.72999999999996,12.920000000000002,0.07643462827844608,0.006994161172224007,,17.430000000000007,26.64999999999999,12.8,0.96,92.30000000000001,207.29,0.0,69.98,2002.47,637.54,870.62,1364.93,175.93,-9.560000000000002,-150.14,9.220000000000002,41.86911184210526,8.16,0.47,0.3,0.25,0.83,2.5783947939262473,4.229382764740683,3.7911575626109255,4.2803391835929805,12.71,0.0,9,2005,,1.182246376811598,,169.03333333333333,50.71
2005-12-31,122.61000000000001,20.240000000000002,0.11696124031007753,0.005801033591731286,,20.739999999999995,30.22999999999999,10.7,0.87,101.88,397.93,0.0,66.32,1893.8,509.72,870.62,1384.08,195.81,-5.079999999999998,-0.08999999999999986,9.489999999999998,22.87296195652174,6.73,0.37,0.41,0.25,0.61,4.27906976744186,6.333023255813954,5.853767441860465,6.584062015503877,13.6,0.0,12,2005,,1.0038617886178898,,173.0487804878049,70.95
2006-03-31,124.23,17.09,0.1,0.0,,22.15,31.27,9.2,0.16,102.08,354.56,0.0,61.83,1887.01,475.39,877.76,1411.62,-46.5,-8.21,11.34,9.12,23.0,5.72,0.34,0.1,0.0,0.0,3.64,3.96,4.84,4.88,13.76,0.0,3,2006,,0.0,,170.89999999999998,17.09
2006-06-30,85.67999999999999,-2.6799999999999997,-0.01487855655794587,0.19999999999999998,,-2.549999999999997,5.349999999999998,6.95,0.28,88.23,353.03,0.0,58.42,1813.48,441.54,877.76,1371.94,39.71,-6.0699999999999985,-35.16,7.9,-116.7855223880597,4.45,0.32,0.08,0.2,2.5,-0.5877029840388619,-0.7885634975711311,-0.7811242192921581,-0.7885634975711311,6.86,0.0,6,2006,,36.025,,180.125,14.41
2006-09-30,77.47,-12.36,-0.06029268292682927,0.02426829268292684,,-11.98,-4.959999999999997,6.1,0.38,89.45999999999998,315.69,0.0,55.3,1689.08,329.0,877.76,1360.08,-45.82,8.53,-0.05999999999999872,7.02,-25.293284789644016,3.94,0.24,0.01,0.2,20.0,-2.894048780487805,-9.888,-3.617560975609756,-3.617560975609756,0.71,0.0,9,2006,,4.975000000000001,,204.99999999999997,2.05
2006-12-31,84.47000000000003,10.36,0.058436744560838035,-0.031265108783239334,,11.009999999999998,17.959999999999997,4.96,0.42,73.45000000000005,215.61,0.0,58.85,1681.12,311.58,877.76,1369.54,-90.69000000000001,-9.33,-0.060000000000002274,6.949999999999999,21.220381274131277,3.18,0.23,0.07,0.2,2.86,2.471039484286865,3.472812248186946,3.038710717163578,3.0053182917002417,3.34,0.0,12,2006,,-5.5428571428571445,,177.28571428571428,12.41
2007-03-31,91.92,3.76,0.02,0.0,,4.68,11.72,4.8,0.1,87.24,102.36,0.0,60.37,1622.49,248.71,877.76,1373.78,-186.52,-6.66,79.94,7.04,60.0,3.07,0.18,0.02,0.0,0.0,0.92,1.08,1.08,1.08,4.09,0.0,3,2007,,0.0,,187.99999999999997,3.76
2007-06-30,90.17,0.4800000000000004,0.0022641509433962283,0.05000000000000001,,0.6100000000000003,8.24,5.95,0.0,89.55,93.75,0.0,56.47,2109.97,739.8,877.76,1370.17,-56.53999999999999,-3.2799999999999994,51.21000000000001,7.63,656.9791666666662,3.81,0.54,0.02,0.05,2.5,0.09056603773584915,0.12226415094339634,0.14037735849056615,0.14037735849056615,2.33,0.0,6,2007,,10.600000000000001,,212.0,4.24
2007-09-30,173.41,35.18,0.2052612886859462,-0.01184677828513445,,39.44,47.57,7.1,0.0,133.97,105.26,0.0,50.66,2297.57,896.83,877.76,1400.74,172.28,-20.78,-140.0,8.13,8.64763644115975,4.45,0.64,0.23,0.05,0.22,6.139989852866565,7.996265854895992,10.031029934043632,10.209518011161846,11.09,0.0,9,2007,,-2.0304347826086957,,171.3913043478261,39.42
2007-12-31,137.07999999999998,24.92,0.1433074292819397,0.0007190063656390653,,32.78000000000001,39.89,7.1,0.0,104.30000000000001,101.74,0.0,46.7,2322.98,897.67,877.76,1425.31,-279.12,-9.399999999999999,285.0,7.109999999999999,12.386482744783306,4.37,0.63,0.37,0.05,0.14,4.291476530929438,5.995672987255207,6.987205470935654,7.126639726453217,13.06,0.0,12,2007,,0.12502937720329044,,173.8918918918919,64.34
2008-03-31,140.02,14.68,0.08,0.0,,20.92,25.72,7.25,0.0,119.1,137.27,0.0,41.89,2259.14,819.11,877.76,1440.03,-53.58,-0.89,90.0,4.8,22.6575,4.42,0.57,0.08,0.0,0.0,2.6,4.32,4.08,4.16,10.48,0.0,3,2008,,0.0,,183.5,14.68
2008-06-30,85.38999999999999,-3.0,-0.017979452054794523,0.13,,-2.400000000000002,4.810000000000002,6.55,0.0,87.78999999999999,103.46,0.0,37.04,2011.89,597.07,877.76,1414.82,153.76,-0.63,-186.94,7.21,-91.07479999999998,4.06,0.42,0.07,0.13,1.79,-0.595890410958904,-0.9246575342465754,-0.8527397260273972,-0.8630136986301369,5.18,0.0,6,2008,,21.69142857142857,,166.85714285714283,11.68
2008-09-30,100.46000000000001,5.719999999999999,0.0328735632183908,0.005336617405582915,,10.650000000000002,15.519999999999996,4.4,0.0,89.81,111.34,0.0,37.24,1948.68,533.96,877.76,1414.72,68.23999999999998,-5.359999999999999,-55.0,4.869999999999999,33.46153846153847,2.73,0.38,0.1,0.13,1.25,1.1702988505747125,1.801471264367816,1.6173793103448273,1.6305287356321836,5.34,0.0,9,2008,,0.928571428571427,,173.99999999999997,17.4
2008-12-31,88.76999999999998,-142.63,-0.8086504831110756,0.0017543719556017251,,-145.0,-140.26,3.4,142.81,233.77000000000004,149.35,0.0,48.62,1565.48,296.44,877.76,1269.05,208.73,-15.720000000000002,-155.0,4.740000000000002,-1.0514122204304845,2.35,0.23,-0.71,0.13,-0.18,-36.446218957118894,-27.15243312305358,-44.96552263834544,-42.36872953765072,-30.2,0.0,12,2008,,0.3094366197183156,,176.38028169014086,-125.23
2009-03-31,58.22,-43.74,-0.25,0.0,,-43.48,-39.01,4.0,11.49,101.7,77.88,0.0,0.0,1570.17,345.21,877.76,1224.96,-156.26,-5.21,90.0,4.47,-4.0,2.87,0.28,-0.25,0.0,0.0,-11.16,-9.08,-14.28,-13.119999999999997,-75.13,0.0,3,2009,,0.0,,174.96,-43.74
2009-06-30,104.21000000000001,10.560000000000002,0.06047016274864378,0.0,,10.32,16.069999999999997,4.1,11.49,93.88000000000001,170.85,0.0,42.89,1789.6,547.94,877.76,1241.66,184.76,-1.79,-90.0,5.750000000000001,16.951335227272722,2.9,0.44,-0.19,0.0,0.0,2.355153707052442,2.2151175406871615,3.399059674502713,3.1826401446654615,-20.43,-14.35,6,2009,,0.0,,174.6315789473684,-33.18
2009-09-30,106.46999999999997,8.89,0.0512391930835735,0.0,,8.869999999999997,14.120000000000001,4.44,11.49,97.61999999999998,241.09,2.58,41.24,2035.83,781.42,877.76,1254.41,68.58,1.6600000000000001,0.0,5.25,21.66017716535433,3.11,0.62,-0.14,0.0,0.0,1.7421325648414987,1.7860518731988475,2.8401152737752167,2.664438040345822,-9.03,-7.91,9,2009,,0.0,,173.49999999999997,-24.29
2009-12-31,95.51000000000005,12.43,0.07336424957841485,0.0,,12.43,17.23,4.68,9.53,83.06,45.36,3.42,38.65,1656.09,389.21,877.76,1266.88,-193.09,-2.6500000000000004,0.0,4.799999999999999,15.94850362027353,3.24,0.31,-0.07,0.0,0.0,3.0184148397976394,3.1022596964586846,3.9407082630691397,3.9407082630691397,-3.25,-2.89,12,2009,,0.0,,169.42857142857142,-11.86
2010-03-31,86.16,1.04,0.01,0.0,,1.04,5.66,3.62,1.98,85.12,146.76,4.65,36.55,1707.96,439.97,877.76,1267.99,95.44,5.96,0.0,4.62,90.5,2.51,0.35,0.01,0.0,0.0,0.24,0.24,0.32,0.32,1.21,1.2,3,2010,,0.0,,104.0,1.04
2010-06-30,96.87,2.53,0.014173669467787114,0.0,,10.21,15.57,3.98,1.64,86.66,349.14,6.03,33.63,1898.3,628.06,877.76,1270.24,-39.29,241.67999999999998,0.0,5.36,70.2005928853755,2.75,0.49,0.02,0.0,0.0,0.5385994397759104,1.729187675070028,0.7937254901960785,0.7937254901960785,1.95,5.09,6,2010,,0.0,,178.5,3.57
2010-09-30,153.61999999999998,18.12,0.10024896265560165,0.0,,24.049999999999997,28.62,4.16,1.64,129.57000000000002,272.98,3.23,33.46,1910.61,621.56,877.76,1289.05,-72.33,-3.829999999999984,0.0,4.57,10.375169701986756,2.83,0.48,0.12,0.0,0.0,3.8094605809128628,5.9815214384508995,5.613941908713692,5.714190871369294,6.44,0.0,9,2010,,0.0,,180.75000000000003,21.69
2010-12-31,122.29000000000002,17.16,0.09717374517374518,0.0,,30.88000000000001,36.62,4.04,1.64,91.40999999999997,56.05,11.46,30.22,2197.13,891.26,877.76,1305.87,-476.14,4.210000000000008,255.0,5.739999999999998,10.391695804195805,2.72,0.68,0.22,0.0,0.0,3.1272277992277995,6.077776061776062,5.265050193050193,5.3357220077220076,8.47,0.0,12,2010,,0.0,,176.5909090909091,38.85
2011-03-31,146.83,28.85,0.16,0.22000000000000003,,33.66,38.51,3.9,0.0,113.17,74.15,7.24,30.38,2432.4,1106.87,877.76,1325.53,42.38,-4.27,-20.0,4.85,6.095,2.58,0.84,0.16,0.22,1.38,4.76,6.52,8.72,8.88,19.65,0.0,3,2011,,39.66875,,180.3125,28.85
2011-06-30,175.80999999999997,22.309999999999995,0.12646403440187642,-0.004861952697419869,,34.75,39.71,4.68,0.0,141.06,88.67,5.59,33.04,2395.82,1087.42,877.76,1308.4,-188.56,-3.4300000000000006,206.5,4.960000000000001,9.252828328103991,3.14,0.83,0.29,0.22,0.76,3.7328694292415947,5.564417513682564,6.820336200156371,6.924996090695855,15.86,0.0,6,2011,,-0.8577155172413811,,176.41379310344828,51.16
2011-09-30,247.16999999999996,28.980000000000004,0.1663438981781882,0.09722640551448755,,39.95,44.16,3.98,18.12,207.22,163.91,5.68,35.88,2314.86,996.24,877.76,1318.62,429.64,-6.829999999999999,-347.57,4.209999999999999,5.980081090407177,2.65,0.76,0.46,0.32,0.7,5.004781632143749,7.420384327427004,8.79452957324682,8.895782380833543,14.06,0.0,9,2011,,16.93853073463268,,174.2173913043478,80.14
2011-12-31,126.65000000000009,36.92,0.21131385614214934,0.0009139868814951701,,24.809999999999988,29.28,5.0,18.21,101.84999999999997,60.13,10.28,32.39,1844.88,488.93,877.76,1355.96,48.24000000000001,-1.92,-150.11,4.469999999999999,5.9132421451787645,3.24,0.36,0.67,0.32,0.48,8.011002904493422,8.313780967025458,10.887394498547755,11.101862292841279,16.81,0.0,12,2011,,0.15968851395197703,,174.71641791044775,117.06
2012-03-31,151.04,22.68,0.13,0.25,,26.85,30.33,5.05,0.0,124.18,56.71,6.67,29.37,2574.13,1195.15,877.76,1378.98,-489.78,-0.64,487.0,3.48,9.7125,3.21,0.87,0.13,0.25,1.92,3.5199999999999996,4.28,6.56,6.72,15.02,0.0,3,2012,,43.61538461538461,,174.46153846153845,22.68
2012-06-30,147.10999999999999,20.990000000000002,0.12016258300893062,0.00031265963255889916,,25.509999999999998,30.85,4.9,0.0,121.6,101.04,7.9,26.92,2541.95,1185.91,877.76,1356.04,-48.91000000000008,-0.87,94.11000000000001,5.34,10.194521200571701,3.17,0.87,0.25,0.25,1.0,3.306874284405771,4.075914815662927,6.190776276620105,6.306132356308678,14.65,0.0,6,2012,,0.05461538461538851,,174.68,43.67
2012-09-30,178.05,32.53999999999999,0.1836005773520535,0.12360057735205347,,43.69,47.13999999999999,4.96,0.0,134.36999999999998,16.51,6.1,29.42,2914.07,1545.95,877.76,1368.12,-101.25,-4.220000000000001,20.93999999999994,3.4499999999999993,6.750931929932391,3.18,1.13,0.43,0.37,0.86,4.4747303503477225,6.268038315181734,9.513071775357563,9.683863010103659,16.0,0.0,9,2012,,21.906046511627892,,177.23255813953486,76.21
2012-12-31,204.71999999999997,40.900000000000006,0.23399368115447022,-0.00516822784382802,,53.760000000000005,59.599999999999994,5.1,0.0,150.96000000000004,47.79,9.23,30.73,3188.53,1779.27,877.76,1409.26,-268.94999999999993,-5.76,306.0,5.84,5.447476161369193,3.18,1.26,0.67,0.37,0.55,5.1269063273845115,8.31201434548715,11.608880539663566,11.83239689181112,17.2,0.0,12,2012,,-0.9033599444637304,,174.79104477611938,117.11
2013-03-31,367.71,95.16,0.54,0.45000000000000007,,118.9,123.22,12.7,0.0,248.8,79.34,15.09,33.32,4027.01,2507.14,877.76,1519.88,13.88,-5.27,22.93,4.32,5.88,7.33,1.65,0.54,0.45,0.83,9.44,14.400000000000002,25.04,26.28,25.88,0.0,3,2013,,79.3,,176.2222222222222,95.16
2013-06-30,144.8,-30.92,-0.17808841843088422,-0.006740348692403458,,-38.58000000000001,-33.099999999999994,9.1,0.0,183.39,57.3,14.6,33.26,4086.78,2677.65,877.76,1409.14,17.64,-4.83,-34.84,5.48,-12.772166882276842,5.67,1.9,0.37,0.45,1.22,-3.0226899128268996,-4.659178082191782,-8.779277708592778,-8.95255292652553,12.53,0.0,6,2013,,-1.1702702702702652,,173.6216216216216,64.24
2013-09-30,207.91999999999996,66.51,0.37642370936902486,0.3078126195028681,,83.6,89.24000000000001,7.2,0.02,124.31,68.1,14.68,31.9,2997.23,1571.51,877.76,1425.72,117.67999999999999,-1.7599999999999998,-105.12,5.639999999999999,4.781978273943768,4.43,1.1,0.74,0.75,1.01,8.871391204588912,11.292711281070746,18.658407648183555,19.04500497131931,18.15,0.0,9,2013,,54.38716216216217,,176.6891891891892,130.75
2013-12-31,131.07000000000005,7.159999999999997,0.04101515481110868,-0.00910626201576833,,9.080000000000013,16.039999999999992,6.9,0.02,122.0,60.67,11.98,34.6,3340.53,1906.33,877.76,1434.2,-295.26,-3.0200000000000014,290.85,6.959999999999999,42.03751047486036,4.22,1.33,0.79,0.75,0.95,0.857683996809513,1.10065985062722,1.9978014647233693,2.0144151983177423,16.2,0.0,12,2013,,-1.5896767020184939,,174.56962025316454,137.91
2014-03-31,159.46,19.96,0.11,0.3,,25.24,30.85,6.6,0.0,134.23,80.25,13.44,32.28,2813.08,1377.01,877.76,1436.07,462.9,-88.53,-354.79,5.61,15.000000000000002,4.03,0.96,0.11,0.3,2.73,2.8399999999999994,2.96,5.559999999999999,5.4,12.52,0.0,3,2014,,54.43636363636364,,181.45454545454547,19.96
2014-06-30,206.01000000000002,37.78,0.21592310356771735,-0.011118808451679944,,47.150000000000006,53.050000000000004,7.25,0.04,158.85,29.34,13.9,32.62,4734.72,3294.77,877.76,1439.95,-969.18,-2.5900000000000034,920.8700000000001,5.8999999999999995,8.394307834833246,4.42,2.29,0.33,0.3,0.91,3.193044683062002,4.292289573952199,10.49517145826117,10.599861447869761,15.8,0.0,6,2014,,-1.9454545454545453,,174.96969696969697,57.74
2014-09-30,256.98,62.32,0.3529701815758787,0.25270016506898074,,78.33999999999999,82.19999999999999,7.25,0.22,178.64000000000004,53.88,14.47,31.0,3951.28,2500.44,877.76,1450.84,428.0,2.230000000000004,-405.70000000000005,3.8599999999999994,5.134144736842106,4.39,1.72,0.68,0.55,0.81,6.3119373646510075,9.01112110611361,17.191724137931033,17.337064800932865,19.29,0.0,9,2014,,44.616443850267395,,176.55882352941177,120.06
2014-12-31,227.65999999999997,71.66,0.4074139369914459,-0.002091668609860075,,88.58000000000001,97.97999999999999,7.0,0.22,139.07999999999993,77.12,46.6,32.03,4034.59,2529.57,877.76,1505.02,220.91,-303.35,105.67000000000002,9.4,4.294035724253419,4.08,1.68,1.09,0.55,0.5,7.101710828291258,9.703179636970582,19.047535989985395,19.51101606509493,22.55,0.0,12,2014,,-0.36790339989208576,,175.88990825688072,191.72
2015-03-31,228.02,49.15,0.25,0.07,,61.65,68.44,6.6,0.0,166.37,44.4,23.92,30.44,3840.57,2291.09,877.76,1549.47,-193.21,-2.01,162.5,6.79,6.6,3.74,1.48,0.25,0.07,0.28,5.12,7.4,12.68,13.160000000000002,21.56,0.0,3,2015,,13.762,,196.6,49.15
2015-06-30,151.42999999999998,21.009999999999998,0.10780501710376282,-0.0006145952109464059,,26.440000000000005,33.790000000000006,7.2,0.0,124.99000000000001,47.77,14.58,28.38,4002.3,2448.83,987.48,1553.47,266.66,-70.05,-193.24,7.3500000000000005,16.69681104236078,4.58,1.58,0.36,0.07,0.19,2.096208665906499,2.419623717217788,5.414207525655643,5.617839224629419,18.49,0.0,6,2015,,-0.11977777777777732,,194.88888888888889,70.16
2015-09-30,192.31,38.620000000000005,0.19526567383710244,0.251023881023881,,46.870000000000005,52.8,5.95,0.0,145.44,174.39,26.16,27.22,4586.86,3053.71,987.48,1533.14,-260.99,-500.23999999999995,887.85,5.93,7.6191066804764365,3.83,1.99,0.55,0.32,0.58,3.365670159955875,4.4875602132745,10.082809339952197,10.352630998345285,19.03,0.0,9,2015,,49.6479595959596,,197.78181818181818,108.78
2015-12-31,168.34000000000003,37.31999999999999,0.18902669404517453,-0.0005662871009893877,,46.599999999999994,51.099999999999994,5.85,0.08,121.73999999999995,61.84,21.39,27.38,3728.18,2161.64,987.48,1566.53,199.25,415.93999999999994,-727.73,4.5,7.741499196141481,3.69,1.38,0.74,0.32,0.43,4.005322381930184,4.781864476386036,9.533075975359342,9.716993839835727,19.74,0.0,12,2015,,-0.11180343980344531,,197.43243243243242,146.1
2016-03-31,185.8,32.84,0.17,0.35,,42.06,44.75,6.3,0.0,143.74,48.05,20.48,24.77,4327.19,2730.04,987.48,1597.15,-32.6,-81.07,99.88,2.69,9.265,3.9,1.71,0.17,0.35,2.06,3.0399999999999996,4.12,8.24,8.36,17.67,0.0,3,2016,,67.61176470588235,,193.1764705882353,32.84
2016-06-30,185.37,35.42,0.18161441547026075,0.0033237965564192644,,43.629999999999995,48.31999999999999,6.8,0.0,141.74,57.93,13.52,25.37,4973.37,3411.47,987.48,1561.9,-464.34,102.66999999999999,371.55,4.6899999999999995,9.361178712591755,4.3,2.18,0.35,0.35,1.0,2.843562847934369,3.9643832405508346,9.070342806914738,9.09109874011134,18.39,0.0,6,2016,,0.6482352941176543,,195.02857142857147,68.26
2016-09-30,214.98999999999995,41.849999999999994,0.21284170375079467,0.25284170375079457,,51.96000000000001,55.400000000000006,6.9,0.0,163.02999999999997,256.84,23.94,28.17,4945.64,3396.31,987.48,1549.33,-1.9300000000000068,8.5,192.33999999999997,3.4400000000000004,8.10367502986858,4.4,2.19,0.56,0.6,1.07,3.390264281173372,4.393660884569975,10.8093179547725,10.854926891290527,18.78,0.0,9,2016,,49.714999999999975,,196.62499999999997,110.11
2016-12-31,205.47000000000003,49.45,0.25103096014038606,0.001104600150413651,,60.97,64.66999999999999,6.95,0.25,144.5,54.81,18.34,25.53,4592.74,2992.66,987.48,1600.08,424.84000000000003,-23.340000000000003,-603.53,3.6999999999999993,6.921257836198181,4.29,1.87,0.81,0.6,0.74,4.3016169466031595,5.913173727751316,12.359400852343947,12.495763349210328,20.16,0.0,12,2016,,0.21759259259259522,,196.98765432098764,159.56
2017-03-31,188.03,31.54,0.16,0.4,,39.69,43.17,7.0,0.0,148.34,43.38,22.87,28.08,4570.78,2931.81,987.48,1638.96,-545.01,215.9,317.68,3.48,10.9375,4.22,1.79,0.16,0.4,2.5,2.76,3.56,7.68,7.8,16.77,0.0,3,2017,,78.85000000000001,,197.125,31.54
2017-06-30,146.42999999999998,-67.8,-0.336569222283508,0.00857694429122999,,-85.64,-82.2,7.15,2.25,232.08,37.02,15.94,25.25,4343.59,2813.03,987.48,1530.56,570.72,7.259999999999991,-584.34,3.44,-5.310646017699114,4.61,1.84,-0.18,0.4,-2.22,-6.207832322118036,-7.4045228902371765,-17.725979040264754,-17.576392719249863,-10.84,0.0,6,2017,,1.7277777777777743,,201.44444444444443,-36.26
2017-09-30,142.49,20.29,0.10164057608015027,-0.0036457246225561645,,25.01,28.46,6.8,6.5,117.46999999999997,34.9,16.11,23.7,4568.7,3020.8,987.48,1547.91,-237.61,25.450000000000017,210.04000000000002,3.4499999999999993,16.725603745687533,4.34,1.95,-0.08,0.4,-5.0,1.7787100814026298,2.2360926737633062,5.234489668127739,5.234489668127739,-3.35,0.0,9,2017,,-0.7277777777777743,,199.625,-15.97
